window_id;n_likes;n_comments;window_name;window_card_image;window_badge_color;window_description;window_average_price;window_last_visit;window_high_light_1;window_high_light_2;window_high_light_3;image_list;carousel_interval;window_category;window_product_type;window_comments
571;330;5;teste_571;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_571;3670;582;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-279;aandekjh746|dbekhdb927
572;331;5;teste_572;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_572;3677;583;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-279,5;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
573;331;5;teste_573;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_573;3683;584;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-280;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
574;332;5;teste_574;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_574;3690;585;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-280,5;dddd|aaa|kkk
575;332;5;teste_575;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_575;3696;586;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-281;aaaaa|bbbbb|ccccc
576;333;5;teste_576;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_576;3703;587;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-281,5;dddd|aaa|kkk
577;333;5;teste_577;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_577;3709;588;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-282;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
578;334;5;teste_578;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_578;3715;589;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-282,5;aandekjh746|dbekhdb928
579;334;5;teste_579;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_579;3722;590;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-283;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
580;335;5;teste_580;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_580;3728;591;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-283,5;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
581;335;5;teste_581;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_581;3735;592;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-284;dddd|aaa|kkk
582;336;5;teste_582;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_582;3741;593;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-284,5;aaaaa|bbbbb|ccccc
583;336;5;teste_583;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_583;3748;594;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-285;dddd|aaa|kkk
584;337;5;teste_584;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_584;3754;595;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-285,5;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
585;337;5;teste_585;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_585;3760;596;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-286;aandekjh746|dbekhdb929
586;338;5;teste_586;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_586;3767;597;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-286,5;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
587;338;5;teste_587;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_587;3773;598;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-287;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
588;339;5;teste_588;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_588;3780;599;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-287,5;dddd|aaa|kkk
589;339;5;teste_589;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_589;3786;600;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-288;aaaaa|bbbbb|ccccc
590;340;5;teste_590;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_590;3793;601;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-288,5;dddd|aaa|kkk
591;340;5;teste_591;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_591;3799;602;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-289;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
592;341;5;teste_592;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_592;3805;603;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-289,5;aandekjh746|dbekhdb930
593;341;5;teste_593;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_593;3812;604;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-290;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
594;342;5;teste_594;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_594;3818;605;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-290,5;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
595;342;5;teste_595;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_595;3825;606;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-291;dddd|aaa|kkk
596;343;5;teste_596;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_596;3831;607;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-291,5;aaaaa|bbbbb|ccccc
597;343;5;teste_597;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_597;3838;608;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-292;dddd|aaa|kkk
598;344;5;teste_598;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_598;3844;609;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-292,5;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
599;344;5;teste_599;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_599;3850;610;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-293;aandekjh746|dbekhdb931
600;345;5;teste_600;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_600;3857;611;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-293,5;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
601;345;5;teste_601;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_601;3863;612;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-294;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
602;346;5;teste_602;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_602;3870;613;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-294,5;dddd|aaa|kkk
603;346;5;teste_603;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_603;3876;614;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-295;aaaaa|bbbbb|ccccc
604;347;5;teste_604;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_604;3883;615;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-295,5;dddd|aaa|kkk
605;347;5;teste_605;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_605;3889;616;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-296;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
606;348;5;teste_606;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_606;3895;617;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-296,5;aandekjh746|dbekhdb932
607;348;5;teste_607;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_607;3902;618;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-297;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
608;349;5;teste_608;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_608;3908;619;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-297,5;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
609;349;5;teste_609;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_609;3915;620;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-298;dddd|aaa|kkk
610;350;5;teste_610;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_610;3921;621;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-298,5;aaaaa|bbbbb|ccccc
611;350;5;teste_611;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_611;3928;622;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-299;dddd|aaa|kkk
612;351;5;teste_612;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_612;3934;623;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-299,5;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
613;351;5;teste_613;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_613;3940;624;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-300;aandekjh746|dbekhdb933
614;352;5;teste_614;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_614;3947;625;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-300,5;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
615;352;5;teste_615;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_615;3953;626;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-301;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
616;353;5;teste_616;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_616;3960;627;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-301,5;dddd|aaa|kkk
617;353;5;teste_617;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_617;3966;628;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-302;aaaaa|bbbbb|ccccc
618;354;5;teste_618;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_618;3973;629;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-302,5;dddd|aaa|kkk
619;354;5;teste_619;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_619;3979;630;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-303;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
620;355;5;teste_620;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_620;3985;631;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-303,5;aandekjh746|dbekhdb934
621;355;5;teste_621;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_621;3992;632;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-304;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
622;356;5;teste_622;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_622;3998;633;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-304,5;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
623;356;5;teste_623;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_623;4005;634;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-305;dddd|aaa|kkk
624;357;5;teste_624;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_624;4011;635;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-305,5;aaaaa|bbbbb|ccccc
625;357;5;teste_625;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_625;4018;636;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-306;dddd|aaa|kkk
626;358;5;teste_626;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_626;4024;637;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-306,5;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
627;358;5;teste_627;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_627;4030;638;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-307;aandekjh746|dbekhdb935
628;359;5;teste_628;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_628;4037;639;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-307,5;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
629;359;5;teste_629;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_629;4043;640;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-308;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
630;360;5;teste_630;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_630;4050;641;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-308,5;dddd|aaa|kkk
631;360;5;teste_631;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_631;4056;642;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-309;aaaaa|bbbbb|ccccc
632;361;5;teste_632;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_632;4063;643;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-309,5;dddd|aaa|kkk
633;361;5;teste_633;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_633;4069;644;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-310;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
634;362;5;teste_634;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_634;4075;645;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-310,5;aandekjh746|dbekhdb936
635;362;5;teste_635;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_635;4082;646;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-311;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
636;363;5;teste_636;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_636;4088;647;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-311,5;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
637;363;5;teste_637;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_637;4095;648;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-312;dddd|aaa|kkk
638;364;5;teste_638;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_638;4101;649;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-312,5;aaaaa|bbbbb|ccccc
639;364;5;teste_639;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_639;4108;650;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-313;dddd|aaa|kkk
640;364;5;teste_640;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_640;4114;651;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-313,5;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
